Date,AUD
01/06/2004,1.7109
31/05/2004,1.7032
28/05/2004,1.7164
27/05/2004,1.7055
26/05/2004,1.711
25/05/2004,1.7143
24/05/2004,1.7115
21/05/2004,1.7178
20/05/2004,1.7179
19/05/2004,1.7217
18/05/2004,1.7423
17/05/2004,1.737
14/05/2004,1.7199
13/05/2004,1.7255
12/05/2004,1.6976
11/05/2004,1.7009
10/05/2004,1.7035
07/05/2004,1.6782
06/05/2004,1.6595
05/05/2004,1.6638
04/05/2004,1.6611
03/05/2004,1.6606
30/04/2004,1.6577
29/04/2004,1.6525
28/04/2004,1.6304
27/04/2004,1.6212
26/04/2004,1.6144
23/04/2004,1.6226
22/04/2004,1.6238
21/04/2004,1.6254
20/04/2004,1.6119
19/04/2004,1.6106
16/04/2004,1.6191
15/04/2004,1.6156
14/04/2004,1.6065
13/04/2004,1.5781
08/04/2004,1.5915
07/04/2004,1.5871
06/04/2004,1.5931
05/04/2004,1.5995
02/04/2004,1.6095
01/04/2004,1.6125
31/03/2004,1.6052
30/03/2004,1.6179
29/03/2004,1.6285
26/03/2004,1.6314
25/03/2004,1.6404
24/03/2004,1.6337
23/03/2004,1.6355
22/03/2004,1.643
19/03/2004,1.6499
18/03/2004,1.6522
17/03/2004,1.6576
16/03/2004,1.6656
15/03/2004,1.6727
12/03/2004,1.6748
11/03/2004,1.663
10/03/2004,1.6384
09/03/2004,1.6242
08/03/2004,1.6322
05/03/2004,1.625
04/03/2004,1.6178
03/03/2004,1.6192
02/03/2004,1.6071
01/03/2004,1.6148
27/02/2004,1.6159
26/02/2004,1.6173
25/02/2004,1.6207
24/02/2004,1.6259
23/02/2004,1.6272
20/02/2004,1.6117
19/02/2004,1.6081
18/02/2004,1.6108
17/02/2004,1.6139
16/02/2004,1.6124
13/02/2004,1.6194
12/02/2004,1.6279
11/02/2004,1.6276
10/02/2004,1.6296
09/02/2004,1.6356
06/02/2004,1.6458
05/02/2004,1.6471
04/02/2004,1.6413
03/02/2004,1.642
02/02/2004,1.639
30/01/2004,1.6396
29/01/2004,1.6198
28/01/2004,1.6209
27/01/2004,1.6197
26/01/2004,1.6254
23/01/2004,1.635
22/01/2004,1.6328
21/01/2004,1.6328
20/01/2004,1.6374
19/01/2004,1.6323
16/01/2004,1.6257
15/01/2004,1.6359
14/01/2004,1.632
13/01/2004,1.6357
12/01/2004,1.6501
09/01/2004,1.6443
08/01/2004,1.6396
07/01/2004,1.651
06/01/2004,1.6539
05/01/2004,1.6541
02/01/2004,1.6683
31/12/2003,1.6802
30/12/2003,1.6742
29/12/2003,1.6801
24/12/2003,1.6727
23/12/2003,1.6878
22/12/2003,1.692
19/12/2003,1.6835
18/12/2003,1.684
17/12/2003,1.6655
16/12/2003,1.657
15/12/2003,1.6525
12/12/2003,1.6493
11/12/2003,1.6508
10/12/2003,1.6528
09/12/2003,1.6524
08/12/2003,1.6495
05/12/2003,1.6455
04/12/2003,1.6421
03/12/2003,1.6458
02/12/2003,1.6444
01/12/2003,1.6535
28/11/2003,1.6583
27/11/2003,1.6477
26/11/2003,1.6422
25/11/2003,1.6407
24/11/2003,1.6393
21/11/2003,1.645
20/11/2003,1.6463
19/11/2003,1.6484
18/11/2003,1.6412
17/11/2003,1.6467
14/11/2003,1.6355
13/11/2003,1.6244
12/11/2003,1.621
11/11/2003,1.6111
10/11/2003,1.6079
07/11/2003,1.6147
06/11/2003,1.612
05/11/2003,1.6171
04/11/2003,1.6369
03/11/2003,1.6381
31/10/2003,1.6464
30/10/2003,1.6549
29/10/2003,1.6557
28/10/2003,1.6602
27/10/2003,1.6694
24/10/2003,1.683
23/10/2003,1.6864
22/10/2003,1.665
21/10/2003,1.6784
20/10/2003,1.6805
17/10/2003,1.6813
16/10/2003,1.6882
15/10/2003,1.6936
14/10/2003,1.6996
13/10/2003,1.6948
10/10/2003,1.7056
09/10/2003,1.7039
08/10/2003,1.7038
07/10/2003,1.7071
06/10/2003,1.7013
03/10/2003,1.7081
02/10/2003,1.7131
01/10/2003,1.7134
30/09/2003,1.7101
29/09/2003,1.7023
26/09/2003,1.7018
25/09/2003,1.6852
24/09/2003,1.694
23/09/2003,1.693
22/09/2003,1.6895
19/09/2003,1.6897
18/09/2003,1.691
17/09/2003,1.6894
16/09/2003,1.6937
15/09/2003,1.7004
12/09/2003,1.6934
11/09/2003,1.7025
10/09/2003,1.6982
09/09/2003,1.7038
08/09/2003,1.7129
05/09/2003,1.6993
04/09/2003,1.6943
03/09/2003,1.6938
02/09/2003,1.692
01/09/2003,1.6981
29/08/2003,1.7012
28/08/2003,1.6941
27/08/2003,1.7039
26/08/2003,1.6809
25/08/2003,1.6723
22/08/2003,1.6758
21/08/2003,1.6716
20/08/2003,1.6911
19/08/2003,1.6925
18/08/2003,1.6965
15/08/2003,1.7089
14/08/2003,1.718
13/08/2003,1.7217
12/08/2003,1.7195
11/08/2003,1.7214
08/08/2003,1.7384
07/08/2003,1.7527
06/08/2003,1.7572
05/08/2003,1.758
04/08/2003,1.7374
01/08/2003,1.7258
31/07/2003,1.7455
30/07/2003,1.7373
29/07/2003,1.726
28/07/2003,1.7322
25/07/2003,1.7308
24/07/2003,1.7282
23/07/2003,1.74
22/07/2003,1.7372
21/07/2003,1.7416
18/07/2003,1.7303
17/07/2003,1.7152
16/07/2003,1.7102
15/07/2003,1.717
14/07/2003,1.7116
11/07/2003,1.7194
10/07/2003,1.7357
09/07/2003,1.7193
08/07/2003,1.695
07/07/2003,1.6675
04/07/2003,1.6863
03/07/2003,1.6863
02/07/2003,1.702
01/07/2003,1.7081
30/06/2003,1.7116
27/06/2003,1.7166
26/06/2003,1.7174
25/06/2003,1.7271
24/06/2003,1.7381
23/06/2003,1.7368
20/06/2003,1.737
19/06/2003,1.7425
18/06/2003,1.7459
17/06/2003,1.764
16/06/2003,1.773
13/06/2003,1.768
12/06/2003,1.7696
11/06/2003,1.778
10/06/2003,1.7768
09/06/2003,1.7775
06/06/2003,1.7822
05/06/2003,1.7678
04/06/2003,1.7582
03/06/2003,1.7806
02/06/2003,1.7906
30/05/2003,1.8136
29/05/2003,1.8256
28/05/2003,1.8008
27/05/2003,1.8041
26/05/2003,1.7953
23/05/2003,1.786
22/05/2003,1.7795
21/05/2003,1.7775
20/05/2003,1.7756
19/05/2003,1.7808
16/05/2003,1.7736
15/05/2003,1.7756
14/05/2003,1.781
13/05/2003,1.782
12/05/2003,1.7868
09/05/2003,1.7806
08/05/2003,1.7839
07/05/2003,1.7805
06/05/2003,1.7801
05/05/2003,1.7746
02/05/2003,1.7802
30/04/2003,1.7822
29/04/2003,1.7726
28/04/2003,1.7759
25/04/2003,1.782
24/04/2003,1.7819
23/04/2003,1.7646
22/04/2003,1.7659
17/04/2003,1.7789
16/04/2003,1.7724
15/04/2003,1.7831
14/04/2003,1.7826
11/04/2003,1.7765
10/04/2003,1.7837
09/04/2003,1.7807
08/04/2003,1.7768
07/04/2003,1.7812
04/04/2003,1.7842
03/04/2003,1.7936
02/04/2003,1.8023
01/04/2003,1.8048
31/03/2003,1.8076
28/03/2003,1.7853
27/03/2003,1.7852
26/03/2003,1.783
25/03/2003,1.7908
24/03/2003,1.7928
21/03/2003,1.7831
20/03/2003,1.788
19/03/2003,1.7863
18/03/2003,1.7973
17/03/2003,1.8011
14/03/2003,1.8075
13/03/2003,1.8346
12/03/2003,1.8446
11/03/2003,1.8143
10/03/2003,1.7948
07/03/2003,1.7898
06/03/2003,1.784
05/03/2003,1.7778
04/03/2003,1.7808
03/03/2003,1.7653
28/02/2003,1.7816
27/02/2003,1.7802
26/02/2003,1.7757
25/02/2003,1.7789
24/02/2003,1.781
21/02/2003,1.8081
20/02/2003,1.8059
19/02/2003,1.808
18/02/2003,1.814
17/02/2003,1.8178
14/02/2003,1.8186
13/02/2003,1.8216
12/02/2003,1.813
11/02/2003,1.818
10/02/2003,1.823
07/02/2003,1.8281
06/02/2003,1.8312
05/02/2003,1.8425
04/02/2003,1.8361
03/02/2003,1.8405
31/01/2003,1.8397
30/01/2003,1.8285
29/01/2003,1.8395
28/01/2003,1.8367
27/01/2003,1.8338
24/01/2003,1.8235
23/01/2003,1.819
22/01/2003,1.8273
21/01/2003,1.8134
20/01/2003,1.8056
17/01/2003,1.8012
16/01/2003,1.8028
15/01/2003,1.8024
14/01/2003,1.8115
13/01/2003,1.8109
10/01/2003,1.8107
09/01/2003,1.8172
08/01/2003,1.8132
07/01/2003,1.816
06/01/2003,1.8281
03/01/2003,1.844
02/01/2003,1.8554
31/12/2002,1.8556
30/12/2002,1.8515
27/12/2002,1.8446
24/12/2002,1.8262
23/12/2002,1.829
20/12/2002,1.8145
19/12/2002,1.8165
18/12/2002,1.812
17/12/2002,1.814
16/12/2002,1.807
13/12/2002,1.805
12/12/2002,1.7942
11/12/2002,1.7955
10/12/2002,1.7946
09/12/2002,1.7927
06/12/2002,1.7847
05/12/2002,1.7813
04/12/2002,1.7854
03/12/2002,1.7827
02/12/2002,1.7649
29/11/2002,1.7755
28/11/2002,1.7806
27/11/2002,1.7829
26/11/2002,1.7698
25/11/2002,1.7692
22/11/2002,1.7788
21/11/2002,1.7845
20/11/2002,1.7915
19/11/2002,1.7988
18/11/2002,1.7896
15/11/2002,1.7805
14/11/2002,1.7935
13/11/2002,1.7983
12/11/2002,1.7952
11/11/2002,1.8075
08/11/2002,1.7861
07/11/2002,1.7758
06/11/2002,1.7756
05/11/2002,1.7815
04/11/2002,1.7726
01/11/2002,1.7915
31/10/2002,1.7813
30/10/2002,1.7741
29/10/2002,1.7579
28/10/2002,1.7501
25/10/2002,1.7572
24/10/2002,1.7543
23/10/2002,1.7668
22/10/2002,1.7643
21/10/2002,1.7616
18/10/2002,1.7665
17/10/2002,1.774
16/10/2002,1.7947
15/10/2002,1.7948
14/10/2002,1.8063
11/10/2002,1.7981
10/10/2002,1.7998
09/10/2002,1.7925
08/10/2002,1.7878
07/10/2002,1.7832
04/10/2002,1.8024
03/10/2002,1.8179
02/10/2002,1.8067
01/10/2002,1.8185
30/09/2002,1.8101
27/09/2002,1.7948
26/09/2002,1.8021
25/09/2002,1.7913
24/09/2002,1.8087
23/09/2002,1.7982
20/09/2002,1.7919
19/09/2002,1.7778
18/09/2002,1.7764
17/09/2002,1.7683
16/09/2002,1.7692
13/09/2002,1.7793
12/09/2002,1.7646
11/09/2002,1.7826
10/09/2002,1.775
09/09/2002,1.7935
06/09/2002,1.8222
05/09/2002,1.832
04/09/2002,1.8262
03/09/2002,1.8016
02/09/2002,1.7803
30/08/2002,1.78
29/08/2002,1.783
28/08/2002,1.7782
27/08/2002,1.7666
26/08/2002,1.7845
23/08/2002,1.784
22/08/2002,1.8087
21/08/2002,1.79
20/08/2002,1.794
19/08/2002,1.8018
16/08/2002,1.802
15/08/2002,1.8069
14/08/2002,1.8312
13/08/2002,1.8217
12/08/2002,1.8083
09/08/2002,1.8153
08/08/2002,1.8113
07/08/2002,1.8206
06/08/2002,1.8391
05/08/2002,1.8327
02/08/2002,1.8277
01/08/2002,1.8121
31/07/2002,1.7885
30/07/2002,1.8055
29/07/2002,1.8213
26/07/2002,1.8548
25/07/2002,1.8495
24/07/2002,1.8494
23/07/2002,1.823
22/07/2002,1.8243
19/07/2002,1.8271
18/07/2002,1.8225
17/07/2002,1.8143
16/07/2002,1.8054
15/07/2002,1.7839
12/07/2002,1.7647
11/07/2002,1.766
10/07/2002,1.7405
09/07/2002,1.7536
08/07/2002,1.7445
05/07/2002,1.745
04/07/2002,1.7608
03/07/2002,1.7526
02/07/2002,1.7563
01/07/2002,1.7667
28/06/2002,1.7702
27/06/2002,1.743
26/06/2002,1.727
25/06/2002,1.7026
24/06/2002,1.6952
21/06/2002,1.6831
20/06/2002,1.686
19/06/2002,1.6891
18/06/2002,1.6836
17/06/2002,1.6899
14/06/2002,1.672
13/06/2002,1.6568
12/06/2002,1.6594
11/06/2002,1.6623
10/06/2002,1.6583
07/06/2002,1.6482
06/06/2002,1.6401
05/06/2002,1.636
04/06/2002,1.64
03/06/2002,1.6424
31/05/2002,1.6514
30/05/2002,1.66
29/05/2002,1.6494
28/05/2002,1.6503
27/05/2002,1.6516
24/05/2002,1.6578
23/05/2002,1.6598
22/05/2002,1.6598
21/05/2002,1.6591
20/05/2002,1.6684
17/05/2002,1.6605
16/05/2002,1.661
15/05/2002,1.6533
14/05/2002,1.6596
13/05/2002,1.6686
10/05/2002,1.677
09/05/2002,1.6753
08/05/2002,1.678
07/05/2002,1.6867
06/05/2002,1.6982
03/05/2002,1.6876
02/05/2002,1.6824
30/04/2002,1.6772
29/04/2002,1.6689
26/04/2002,1.6507
25/04/2002,1.6471
24/04/2002,1.6475
23/04/2002,1.6492
22/04/2002,1.6464
19/04/2002,1.6464
18/04/2002,1.6528
17/04/2002,1.6524
16/04/2002,1.6582
15/04/2002,1.6525
12/04/2002,1.6455
11/04/2002,1.6451
10/04/2002,1.6576
09/04/2002,1.655
08/04/2002,1.6626
05/04/2002,1.6531
04/04/2002,1.6567
03/04/2002,1.6572
02/04/2002,1.6464
28/03/2002,1.6382
27/03/2002,1.6569
26/03/2002,1.6529
25/03/2002,1.6477
22/03/2002,1.6536
21/03/2002,1.6619
20/03/2002,1.6638
19/03/2002,1.6837
18/03/2002,1.6793
15/03/2002,1.6879
14/03/2002,1.688
13/03/2002,1.681
12/03/2002,1.681
11/03/2002,1.6785
08/03/2002,1.6785
07/03/2002,1.673
06/03/2002,1.6743
05/03/2002,1.6692
04/03/2002,1.662
01/03/2002,1.6783
28/02/2002,1.6761
27/02/2002,1.6832
26/02/2002,1.6891
25/02/2002,1.6995
22/02/2002,1.6975
21/02/2002,1.6883
20/02/2002,1.6903
19/02/2002,1.683
18/02/2002,1.684
15/02/2002,1.6833
14/02/2002,1.6864
13/02/2002,1.719
12/02/2002,1.721
11/02/2002,1.7141
08/02/2002,1.7125
07/02/2002,1.707
06/02/2002,1.7067
05/02/2002,1.6993
04/02/2002,1.693
01/02/2002,1.6933
31/01/2002,1.6976
30/01/2002,1.7074
29/01/2002,1.677
28/01/2002,1.6679
25/01/2002,1.6805
24/01/2002,1.6976
23/01/2002,1.7013
22/01/2002,1.7015
21/01/2002,1.7072
18/01/2002,1.7129
17/01/2002,1.7137
16/01/2002,1.7136
15/01/2002,1.7196
14/01/2002,1.7229
11/01/2002,1.7119
10/01/2002,1.6968
09/01/2002,1.707
08/01/2002,1.711
07/01/2002,1.718
04/01/2002,1.728
03/01/2002,1.752
02/01/2002,1.7603
28/12/2001,1.728
27/12/2001,1.7384
24/12/2001,1.7319
21/12/2001,1.7649
20/12/2001,1.7677
19/12/2001,1.7465
18/12/2001,1.7452
17/12/2001,1.7458
14/12/2001,1.7398
13/12/2001,1.7241
12/12/2001,1.7235
11/12/2001,1.7325
10/12/2001,1.7209
07/12/2001,1.7245
06/12/2001,1.7176
05/12/2001,1.7323
04/12/2001,1.7227
03/12/2001,1.7203
30/11/2001,1.7073
29/11/2001,1.7125
28/11/2001,1.695
27/11/2001,1.683
26/11/2001,1.7007
23/11/2001,1.701
22/11/2001,1.7006
21/11/2001,1.6982
20/11/2001,1.6941
19/11/2001,1.6868
16/11/2001,1.6893
15/11/2001,1.6989
14/11/2001,1.6855
13/11/2001,1.704
12/11/2001,1.7166
09/11/2001,1.7347
08/11/2001,1.7434
07/11/2001,1.7485
06/11/2001,1.747
05/11/2001,1.7665
02/11/2001,1.7864
01/11/2001,1.7781
31/10/2001,1.7942
30/10/2001,1.7816
29/10/2001,1.7833
26/10/2001,1.7767
25/10/2001,1.7563
24/10/2001,1.755
23/10/2001,1.747
22/10/2001,1.7672
19/10/2001,1.7793
18/10/2001,1.775
17/10/2001,1.7628
16/10/2001,1.7641
15/10/2001,1.7702
12/10/2001,1.809
11/10/2001,1.8133
10/10/2001,1.8189
09/10/2001,1.8247
08/10/2001,1.817
05/10/2001,1.8093
04/10/2001,1.8306
03/10/2001,1.8463
02/10/2001,1.8622
01/10/2001,1.8536
28/09/2001,1.842
27/09/2001,1.895
26/09/2001,1.8575
25/09/2001,1.861
24/09/2001,1.8626
21/09/2001,1.9
20/09/2001,1.8748
19/09/2001,1.8837
18/09/2001,1.8652
17/09/2001,1.848
14/09/2001,1.7844
13/09/2001,1.7607
12/09/2001,1.7568
11/09/2001,1.7453
10/09/2001,1.7634
07/09/2001,1.7232
06/09/2001,1.7002
05/09/2001,1.708
04/09/2001,1.717
03/09/2001,1.7225
31/08/2001,1.7305
30/08/2001,1.7139
29/08/2001,1.7202
28/08/2001,1.7162
27/08/2001,1.7231
24/08/2001,1.718
23/08/2001,1.7118
22/08/2001,1.7114
21/08/2001,1.711
20/08/2001,1.7145
17/08/2001,1.712
16/08/2001,1.7358
15/08/2001,1.7291
14/08/2001,1.738
13/08/2001,1.7329
10/08/2001,1.7332
09/08/2001,1.7135
08/08/2001,1.701
07/08/2001,1.702
06/08/2001,1.7055
03/08/2001,1.702
02/08/2001,1.6951
01/08/2001,1.7188
31/07/2001,1.7282
30/07/2001,1.7314
27/07/2001,1.7323
26/07/2001,1.724
25/07/2001,1.7363
24/07/2001,1.7152
23/07/2001,1.7103
20/07/2001,1.7111
19/07/2001,1.6931
18/07/2001,1.6894
17/07/2001,1.6811
16/07/2001,1.683
13/07/2001,1.6821
12/07/2001,1.6927
11/07/2001,1.6842
10/07/2001,1.674
09/07/2001,1.6724
06/07/2001,1.6578
05/07/2001,1.6268
04/07/2001,1.6282
03/07/2001,1.6423
02/07/2001,1.6612
29/06/2001,1.6735
28/06/2001,1.6635
27/06/2001,1.6587
26/06/2001,1.6621
25/06/2001,1.663
22/06/2001,1.651
21/06/2001,1.654
20/06/2001,1.644
19/06/2001,1.638
18/06/2001,1.6444
15/06/2001,1.6426
14/06/2001,1.6212
13/06/2001,1.6221
12/06/2001,1.6137
11/06/2001,1.6157
08/06/2001,1.6187
07/06/2001,1.6375
06/06/2001,1.6589
05/06/2001,1.6675
04/06/2001,1.6695
01/06/2001,1.666
31/05/2001,1.6727
30/05/2001,1.6673
29/05/2001,1.6608
28/05/2001,1.6505
25/05/2001,1.6485
24/05/2001,1.6713
23/05/2001,1.6575
22/05/2001,1.6593
21/05/2001,1.6575
18/05/2001,1.6687
17/05/2001,1.6688
16/05/2001,1.6922
15/05/2001,1.6962
14/05/2001,1.6907
11/05/2001,1.6742
10/05/2001,1.6923
09/05/2001,1.6948
08/05/2001,1.7051
07/05/2001,1.72
04/05/2001,1.7157
03/05/2001,1.7078
02/05/2001,1.7158
30/04/2001,1.7476
27/04/2001,1.7631
26/04/2001,1.7747
25/04/2001,1.775
24/04/2001,1.7823
23/04/2001,1.7794
20/04/2001,1.7437
19/04/2001,1.7422
18/04/2001,1.7676
17/04/2001,1.7404
12/04/2001,1.7425
11/04/2001,1.7635
10/04/2001,1.8063
09/04/2001,1.8248
06/04/2001,1.8189
05/04/2001,1.836
04/04/2001,1.8549
03/04/2001,1.8304
02/04/2001,1.8165
30/03/2001,1.8158
29/03/2001,1.7941
28/03/2001,1.7919
27/03/2001,1.7995
26/03/2001,1.8075
23/03/2001,1.8117
22/03/2001,1.8126
21/03/2001,1.8057
20/03/2001,1.8097
19/03/2001,1.796
16/03/2001,1.8112
15/03/2001,1.8353
14/03/2001,1.8386
13/03/2001,1.8293
12/03/2001,1.8253
09/03/2001,1.8268
08/03/2001,1.8321
07/03/2001,1.8137
06/03/2001,1.7903
05/03/2001,1.7812
02/03/2001,1.7745
01/03/2001,1.7554
28/02/2001,1.7557
27/02/2001,1.7428
26/02/2001,1.7338
23/02/2001,1.736
22/02/2001,1.7341
21/02/2001,1.7362
20/02/2001,1.7316
19/02/2001,1.7405
16/02/2001,1.7263
15/02/2001,1.7332
14/02/2001,1.7326
13/02/2001,1.7252
12/02/2001,1.7285
09/02/2001,1.717
08/02/2001,1.698
07/02/2001,1.703
06/02/2001,1.7005
05/02/2001,1.7057
02/02/2001,1.6959
01/02/2001,1.6962
31/01/2001,1.7034
30/01/2001,1.6882
29/01/2001,1.6925
26/01/2001,1.7043
25/01/2001,1.6817
24/01/2001,1.6889
23/01/2001,1.6945
22/01/2001,1.6816
19/01/2001,1.6817
18/01/2001,1.693
17/01/2001,1.6875
16/01/2001,1.6928
15/01/2001,1.7048
12/01/2001,1.7003
11/01/2001,1.705
10/01/2001,1.6847
09/01/2001,1.6767
08/01/2001,1.6745
05/01/2001,1.6734
04/01/2001,1.6755
03/01/2001,1.6915
02/01/2001,1.6845
29/12/2000,1.677
28/12/2000,1.675
27/12/2000,1.6741
22/12/2000,1.6609
21/12/2000,1.658
20/12/2000,1.651
19/12/2000,1.647
18/12/2000,1.6509
15/12/2000,1.6459
14/12/2000,1.6306
13/12/2000,1.6192
12/12/2000,1.62
11/12/2000,1.6249
08/12/2000,1.6285
07/12/2000,1.6282
06/12/2000,1.6182
05/12/2000,1.6288
04/12/2000,1.634
01/12/2000,1.6302
30/11/2000,1.6551
29/11/2000,1.6488
28/11/2000,1.6226
27/11/2000,1.616
24/11/2000,1.6128
23/11/2000,1.6221
22/11/2000,1.6236
21/11/2000,1.6587
20/11/2000,1.6535
17/11/2000,1.6402
16/11/2000,1.6478
15/11/2000,1.6516
14/11/2000,1.6497
13/11/2000,1.6576
10/11/2000,1.6492
09/11/2000,1.6256
08/11/2000,1.6195
07/11/2000,1.63
06/11/2000,1.6425
03/11/2000,1.652
02/11/2000,1.638
01/11/2000,1.6341
31/10/2000,1.6377
30/10/2000,1.6115
27/10/2000,1.601
26/10/2000,1.5963
25/10/2000,1.5978
24/10/2000,1.5862
23/10/2000,1.5788
20/10/2000,1.5958
19/10/2000,1.6236
18/10/2000,1.6345
17/10/2000,1.6357
16/10/2000,1.6194
13/10/2000,1.6242
12/10/2000,1.6292
11/10/2000,1.624
10/10/2000,1.6385
09/10/2000,1.6275
06/10/2000,1.6308
05/10/2000,1.6305
04/10/2000,1.6263
03/10/2000,1.6175
02/10/2000,1.6199
29/09/2000,1.618
28/09/2000,1.6073
27/09/2000,1.615
26/09/2000,1.5992
25/09/2000,1.6088
22/09/2000,1.595
21/09/2000,1.58
20/09/2000,1.5645
19/09/2000,1.5736
18/09/2000,1.5692
15/09/2000,1.566
14/09/2000,1.5735
13/09/2000,1.5613
12/09/2000,1.5428
11/09/2000,1.542
08/09/2000,1.5612
07/09/2000,1.565
06/09/2000,1.5605
05/09/2000,1.5539
04/09/2000,1.5632
01/09/2000,1.5534
31/08/2000,1.5547
30/08/2000,1.5606
29/08/2000,1.568
28/08/2000,1.5733
25/08/2000,1.5731
24/08/2000,1.5742
23/08/2000,1.5659
22/08/2000,1.5328
21/08/2000,1.5315
18/08/2000,1.5412
17/08/2000,1.5451
16/08/2000,1.5447
15/08/2000,1.5607
14/08/2000,1.5575
11/08/2000,1.5702
10/08/2000,1.5585
09/08/2000,1.5503
08/08/2000,1.5417
07/08/2000,1.5502
04/08/2000,1.5517
03/08/2000,1.549
02/08/2000,1.5701
01/08/2000,1.5965
31/07/2000,1.5986
28/07/2000,1.5752
27/07/2000,1.5898
26/07/2000,1.5909
25/07/2000,1.6072
24/07/2000,1.5905
21/07/2000,1.5945
20/07/2000,1.5951
19/07/2000,1.592
18/07/2000,1.6025
17/07/2000,1.6003
14/07/2000,1.599
13/07/2000,1.5832
12/07/2000,1.608
11/07/2000,1.6168
10/07/2000,1.604
07/07/2000,1.613
06/07/2000,1.6165
05/07/2000,1.6054
04/07/2000,1.5871
03/07/2000,1.584
30/06/2000,1.5894
29/06/2000,1.5729
28/06/2000,1.5666
27/06/2000,1.565
26/06/2000,1.5687
23/06/2000,1.5788
22/06/2000,1.5685
21/06/2000,1.5783
20/06/2000,1.5786
19/06/2000,1.6022
16/06/2000,1.5724
15/06/2000,1.5855
14/06/2000,1.5996
13/06/2000,1.6075
12/06/2000,1.6162
09/06/2000,1.6196
08/06/2000,1.6315
07/06/2000,1.622
06/06/2000,1.6287
05/06/2000,1.6164
02/06/2000,1.6295
01/06/2000,1.6306
31/05/2000,1.625
30/05/2000,1.621
29/05/2000,1.614
26/05/2000,1.6002
25/05/2000,1.581
24/05/2000,1.5908
23/05/2000,1.58
22/05/2000,1.5766
19/05/2000,1.557
18/05/2000,1.578
17/05/2000,1.5723
16/05/2000,1.576
15/05/2000,1.5936
12/05/2000,1.5636
11/05/2000,1.5765
10/05/2000,1.5612
09/05/2000,1.5545
08/05/2000,1.5228
05/05/2000,1.5156
04/05/2000,1.5155
03/05/2000,1.5156
02/05/2000,1.5558
28/04/2000,1.5552
27/04/2000,1.5575
26/04/2000,1.5608
25/04/2000,1.5637
20/04/2000,1.5795
19/04/2000,1.584
18/04/2000,1.6006
17/04/2000,1.6168
14/04/2000,1.5999
13/04/2000,1.5916
12/04/2000,1.6078
11/04/2000,1.6099
10/04/2000,1.6025
07/04/2000,1.6043
06/04/2000,1.5962
05/04/2000,1.5954
04/04/2000,1.5809
03/04/2000,1.5741
31/03/2000,1.5811
30/03/2000,1.5611
29/03/2000,1.5735
28/03/2000,1.5721
27/03/2000,1.5818
24/03/2000,1.6005
23/03/2000,1.5968
22/03/2000,1.5817
21/03/2000,1.5929
20/03/2000,1.6038
17/03/2000,1.5881
16/03/2000,1.5753
15/03/2000,1.5737
14/03/2000,1.5631
13/03/2000,1.5819
10/03/2000,1.5658
09/03/2000,1.5702
08/03/2000,1.5721
07/03/2000,1.5879
06/03/2000,1.596
03/03/2000,1.5913
02/03/2000,1.5952
01/03/2000,1.597
29/02/2000,1.5795
28/02/2000,1.571
25/02/2000,1.5834
24/02/2000,1.6067
23/02/2000,1.6225
22/02/2000,1.5976
21/02/2000,1.5717
18/02/2000,1.5627
17/02/2000,1.5646
16/02/2000,1.5531
15/02/2000,1.5597
14/02/2000,1.5636
11/02/2000,1.5526
10/02/2000,1.5587
09/02/2000,1.562
08/02/2000,1.5634
07/02/2000,1.5261
04/02/2000,1.557
03/02/2000,1.5382
02/02/2000,1.5273
01/02/2000,1.5277
31/01/2000,1.543
28/01/2000,1.5178
27/01/2000,1.5289
26/01/2000,1.5282
25/01/2000,1.5275
24/01/2000,1.5295
21/01/2000,1.5215
20/01/2000,1.5182
19/01/2000,1.5222
18/01/2000,1.5222
17/01/2000,1.5212
14/01/2000,1.5332
13/01/2000,1.545
12/01/2000,1.5653
11/01/2000,1.5664
10/01/2000,1.5587
07/01/2000,1.5738
06/01/2000,1.5828
05/01/2000,1.5773
04/01/2000,1.5677
03/01/2000,1.5346
30/12/1999,1.5422
29/12/1999,1.5532
28/12/1999,1.5667
27/12/1999,1.5749
24/12/1999,1.5781
23/12/1999,1.5676
22/12/1999,1.5612
21/12/1999,1.5685
20/12/1999,1.5713
17/12/1999,1.5723
16/12/1999,1.5864
15/12/1999,1.5779
14/12/1999,1.5795
13/12/1999,1.5924
10/12/1999,1.5972
09/12/1999,1.5901
08/12/1999,1.6061
07/12/1999,1.6077
06/12/1999,1.6069
03/12/1999,1.5872
02/12/1999,1.5843
01/12/1999,1.5839
30/11/1999,1.5918
29/11/1999,1.5808
26/11/1999,1.5855
25/11/1999,1.6082
24/11/1999,1.6147
23/11/1999,1.6194
22/11/1999,1.6152
19/11/1999,1.608
18/11/1999,1.623
17/11/1999,1.62
16/11/1999,1.6076
15/11/1999,1.5989
12/11/1999,1.6021
11/11/1999,1.6205
10/11/1999,1.6249
09/11/1999,1.6372
08/11/1999,1.6262
05/11/1999,1.6359
04/11/1999,1.6499
03/11/1999,1.6284
02/11/1999,1.6393
01/11/1999,1.6554
29/10/1999,1.6361
28/10/1999,1.6373
27/10/1999,1.6327
26/10/1999,1.6281
25/10/1999,1.6419
22/10/1999,1.6522
21/10/1999,1.6631
20/10/1999,1.6623
19/10/1999,1.6726
18/10/1999,1.6877
15/10/1999,1.6769
14/10/1999,1.6528
